Month,Values
4,-1042.52
4,-131.28
4,-1768.84
4,-497.55
4,-30.93
4,-64.01
4,-58.47
4,-152.16
4,-375.24
4,-15.99
4,-43.21
4,-211.2
4,-71.35
4,-213.36
4,76.63
4,4.21
4,-131
4,-6
4,-0.01
4,-240
4,-762
4,-62.68
4,-733.65
4,-44.22
4,-3.05
4,-20561.04
4,-1321.58
4,-2162.45
4,-1024.12
4,60.25
4,-7730.5
4,-209.62
4,-140.16
4,-960.96
4,-82.01
4,266.16
4,-1158.53
4,-21.65
4,-44.81
4,-262.67
4,-999.79
4,-56.18
4,-473
4,-101.52
4,-379.6
4,104.61
4,5.47
4,-173
4,-71.63
4,-360.05
4,-64.89
4,-3.49
4,-18737.55
4,-5058.75
4,400
4,-497.48
4,-239.78
4,-6676.6
4,-146.12
4,-85.12
4,-1401.2
4,393.93
4,-1397.46
4,-457.35
4,-24.74
4,-51.21
4,-300.19
4,-14.41
4,-318.85
4,-36.73
4,-67.2
4,-218.69
4,4.88E-15
4,-677.42
4,51.63
4,3.58
4,-240
4,-778
4,-53.72
4,-36.55
4,-20.1
4,-2.62
4,-24052.51
4,-9150.41
4,-263.32
4,-1035.65
4,-9448.65
4,-226.43
4,-16.34
4,-1647.23
4,-176.58
4,-1096.14
4,-1483.83
4,-18.56
4,-38.41
4,-102.89
4,-341.03
4,-225.15
4,-33.89
4,-14.18
4,-15.24
4,-25.93
4,-200
4,-77.39
4,-3.56
4,-352.44
4,-134.76
4,-69.69
4,2.53
4,-3.58
4,-187
4,0
4,-60
4,-311
4,-513
4,0
4,-3995
4,-1406.24
4,4933.25
4,-98.49
4,-100.15
4,-60.3
4,-4.8
4,-30819.23
4,-4270
4,-526.64
4,-11177.63
4,-295.44
4,-97.09
4,-1503.04
4,-525.38
4,-1942.9
4,-34.02
4,-70.41
4,-412.77
4,-504.82
4,-345.17
4,-47.53
4,-13.54
4,-102.19
4,-362.38
4,84.3
4,4.63
4,-305
4,-107.45
4,-135.9
4,-32.16
4,-5.24
4,-15013.38
4,-4334.88
4,-1916.14
4,-797.47
4,-7413.37
4,-190.62
4,-131.87
4,-201.67
4,-1202.12
4,-705.63
4,-2122.15
4,-37.12
4,-76.82
4,-450.29
4,-51.85
4,-578.92
4,-72.64
4,-293.76
4,91.95
4,5.05
4,-187
4,-26.86
4,-28.6
4,-1.31
4,-3015.71
4,-411.25
4,-73.34
4,-1104.62
4,-31.7
4,-45.18
4,-144.76
4,-823.55
4,-529.89
4,-9.28
4,-19.2
4,-112.57
4,-12.96
4,-37.8
4,-23
4,-2.38
4,-107.63
4,-102.96
4,22.99
4,1.26
4,-69
4,-62.68
4,-65.15
4,-61.62
4,-3.05
4,-10012.63
4,-1167.5
4,-220.02
4,-3642.57
4,-61.88
4,-30.24
4,-410.96
4,-370.6
4,-1246.77
4,-21.65
4,-44.81
4,-262.67
4,-30.25
4,-84.46
4,-211.64
4,58.14
4,2.95
4,-522
4,-140
4,-640
4,-43431.25
4,-199.5
4,-1560
4,-17830.67
4,-496.56
4,-204.64
4,-653
4,-80
4,-156
4,-501
4,-103
4,-35.82
4,-28.6
4,-8.04
4,-1.75
4,-6433.51
4,-981.25
4,-205
4,-2366.79
4,-42.99
4,-60.36
4,-345.4
4,-174.4
4,-732.45
4,-12.37
4,-25.61
4,-150.1
4,-135
4,-228
4,-4.9
4,-17.28
4,-16.8
4,-7.6
4,-79.12
4,-116.24
4,30.65
4,1.68
4,-76
4,-26.86
4,-870.35
4,-1.31
4,-3573.42
4,-483.75
4,-110.01
4,-1312.81
4,-34.01
4,-18.12
4,-170.28
4,-82.84
4,-529.89
4,-9.28
4,-19.2
4,-112.57
4,-12.96
4,-5.61
4,-21.26
4,-87.44
4,22.99
4,1.26
4,-66
4,-89.54
4,-115.95
4,-69.66
4,498
4,-92
4,-4.36
4,-14506.18
4,-2440
4,-417.51
4,-5093.37
4,-145.63
4,-103.82
4,-858.88
4,-401.12
4,-1771.51
4,-498.97
4,-30.93
4,-64.01
4,-31.6
4,-102.21
4,-375.24
4,-216
4,-92
4,11.5
4,-43.21
4,-200
4,115.38
4,-143.71
4,-353.68
4,78.7
4,4.21
4,-411
4,40851.57
4,-11935.37
4,-1014.55
4,0
4,-607.28
4,-318289.55
4,735834.33
4,-10450.5
4,-10593.74
4,-58046.66
4,-9576
4,-20.84
4,-328.13
4,0
4,-44673
4,-48971
4,-548
4,-140
4,-723606
4,-444
4,-5085.61
4,5
4,1474
4,-75
4,-55669.82
4,-146
4,-52.2
4,-13512
4,-3335
4,-98
4,-1086.25
4,-4802
4,-677
4,-44.77
4,-47.7
4,-20.1
4,-842.82
4,-2.18
4,-10188.2
4,-2331.56
4,-270.83
4,-3777.74
4,-100.83
4,-90.55
4,-820.71
4,-220.18
4,-888.37
4,-331.73
4,-15.46
4,-32.01
4,-59.65
4,-187.62
4,-1263.14
4,-21.61
4,-600
4,-23
4,-35.47
4,-152.58
4,-2.83
4,2.1
4,-105
4,-143.26
4,-127.2
4,-56.28
4,-6.98
4,-32826.76
4,-4323.75
4,-1053.28
4,-149.86
4,-12125.31
4,-336.93
4,-181.45
4,-1521.96
4,-1083.68
4,-266.51
4,-2833.91
4,-49.49
4,-102.42
4,-600.39
4,-894.36
4,-157.85
4,-69.14
4,-309.4
4,-69
4,-149.42
4,-455.2
4,122.6
4,6.74
4,-11.88
4,-300
4,-107.45
4,-96.95
4,-48.24
4,-5.24
4,-27219.64
4,-3921.25
4,770.31
4,-789.96
4,-9643.34
4,-259.85
4,-151.2
4,-1380.28
4,-518.84
4,-435.17
4,-2111.82
4,-37.12
4,-76.82
4,-450.29
4,-550.77
4,-51.85
4,-23
4,-99.95
4,-351.42
4,92.95
4,5.05
4,-246
4,-19380.42
4,-4266.92
4,0
4,-19858
4,-27.85
4,-16
4,-53.72
4,-2635
4,-2.62
4,-17313.72
4,-4647.19
4,-2304.02
4,-674.2
4,-8001.44
4,-224.27
4,-159.57
4,-91.08
4,-27.98
4,-83.03
4,-935.17
4,-18.56
4,-38.41
4,-225.15
4,-56.18
4,-833.72
4,-17.26
4,-412.96
4,99.61
4,5.47
4,-110
4,-44.77
4,-160.3
4,-8.04
4,-2.18
4,-12174.83
4,-1693.75
4,-534.15
4,15.06
4,-4528.84
4,-111.18
4,-99.69
4,-596.2
4,-1074.28
4,-305.69
4,-820.85
4,-15.46
4,-32.01
4,-187.62
4,-38.89
4,-5.61
4,-23
4,-36.2
4,-266.72
4,70.46
4,3.79
4,-86
4,-35.82
4,-1819.25
4,-1.75
4,-7896.3
4,-983.75
4,-970.11
4,-241.84
4,-3012.87
4,-78.4
4,-45.36
4,-346.28
4,-337.9
4,-659.79
4,-12.37
4,-25.61
4,-150.1
4,-33.71
4,-216.22
4,-23
4,-1.5
4,-358.4
4,59.77
4,3.28
4,-137
4,-2166.85
4,-105.58
4,-46513.63
4,-748.49
4,-1549.11
4,-2075.34
4,1925.49
4,-98.49
4,-3498.1
4,-4.8
4,-14277.46
4,-594.03
4,-469.2
4,30.12
4,-4588.92
4,-128.07
4,-146.43
4,-684.64
4,-787.44
4,89.45
4,-1927.35
4,-34.02
4,-70.41
4,-412.77
4,-51.85
4,-216.77
4,-19.31
4,-365.44
4,91.95
4,5.05
4,-147
4,-71.63
4,-1726.45
4,-3.49
4,-4149.5
4,-917.5
4,-212.51
4,-1566.1
4,-43.45
4,-75.61
4,-322.96
4,-305.2
4,-581.77
4,-1459.76
4,-24.74
4,-51.21
4,-300.19
4,-25.93
4,-55.18
4,-23
4,-14.14
4,-182.72
4,45.98
4,2.53
4,-59
4,-107.45
4,-2126.2
4,-6375
4,-20.1
4,-5.24
4,-26505.64
4,-4695.94
4,-2352.56
4,-1053.63
4,60.25
4,-11153.8
4,-308.39
4,-211.99
4,-570.38
4,-1787.94
4,-154.19
4,-1932.64
4,-37.12
4,-76.82
4,-450.29
4,-134.7
4,-80.38
4,-493.88
4,-23
4,-87.21
4,-678.88
4,146.53
4,7.83
4,-290
4,-26.86
4,-989.35
4,-1.31
4,-7587.65
4,-1347.5
4,-249.18
4,-2799.53
4,-77.13
4,-50.52
4,-474.32
4,-926.3
4,-467.59
4,-9.28
4,-19.2
4,-112.57
4,-30.25
4,-56
4,-9.13
4,-216.96
4,53.64
4,2.95
4,-89
4,-53.72
4,-151.65
4,-20.1
4,-2.62
4,-20776.57
4,784.88
4,-475.83
4,-6333.43
4,-153.86
4,-35.4
4,-673.64
4,-422.92
4,-997.47
4,-18.56
4,-38.41
4,-225.15
4,-1300
4,-49.69
4,-251.54
4,-23
4,-26.8
4,-14478.94
4,88.12
4,4.84
4,-232
4,-589.8
4,-1281.44
4,-183.71
4,-8.64
4,-28.65
4,-46
4,-0.9
4,-112
4,15.33
4,0.84
4,-63
4,-329.9
4,-607.42
4,-1333.25
4,-400
4,-556
4,-564.1
4,-546.1
4,-16.08
4,-27.48
4,-35924.17
4,-911.25
4,-270.83
4,-132.03
4,-197.22
4,-2561.98
4,-68.98
4,-75.61
4,-320.76
4,-3132.6
4,-4465
4,-11127.64
4,-194.86
4,-403.28
4,-2364.02
4,-15.24
4,-21.61
4,-4777.26
4,-14675
4,-47.22
4,125
4,-2120.94
4,38.31
4,2.1
4,-143
4,-1015
4,240
4,-35.82
4,-39.75
4,-12.06
4,-1.75
4,-5922.98
4,-862.5
4,-263.32
4,-2205.02
4,-71.62
4,-303.6
4,-178.76
4,-706.52
4,-12.37
4,-25.61
4,-150.1
4,-17.28
4,-277.2
4,-23
4,-28.75
4,-87.44
4,30.65
4,1.68
4,-68
4,0
4,-8.95
4,-20.65
4,-26507.7
4,-0.44
4,-2957.49
4,-407.5
4,-65.83
4,-1076.92
4,-29.87
4,-143.44
4,-43.6
4,-176.63
4,-3.09
4,-6.4
4,-37.52
4,-4.32
4,-13.3
4,-43.1
4,7.66
4,0.42
4,-54
4,-179.08
4,-163.75
4,-52.92
4,-8.73
4,-38481.75
4,-5242.5
4,-500
4,-1192.45
4,491.19
4,-13967.23
4,-361.45
4,-136.08
4,-1845.36
4,-845.84
4,-27.81
4,-3530.04
4,-61.86
4,-128.03
4,-750.48
4,-84.26
4,-1317.8
4,-83.97
4,-429.3
4,150.92
4,8.21
4,-213
4,-376
4,-600
4,-211.2
4,-450
4,-158.4
4,-600
4,-211.2
4,-450
4,-158.4
4,-600
4,-211.2
4,-600
4,-211.2
4,-600
4,-211.2
4,-750
4,-264
4,-600
4,-211.2
4,-450
4,-158.4
4,-900
4,-316.8
4,-1050
4,-369.6
4,-750
4,-264
4,-1200
4,-422.4
4,-750
4,-264
4,-600
4,-211.2
4,-900
4,-316.8
4,-1500
4,-528
4,-600
4,-211.2
4,-179.08
4,-192.25
4,-8.04
4,-8.73
4,-29890.15
4,-4001.25
4,-693.89
4,-864.18
4,-10800.48
4,-293.37
4,-88.35
4,-1408.44
4,-968.62
4,-3514.27
4,-61.86
4,-128.03
4,-750.48
4,-82.1
4,-713.97
4,-23
4,-70.05
4,-509.6
4,145.59
4,8
4,-466
4,-62.68
4,-55.65
4,-32.16
4,-903.02
4,-3.05
4,-16409.28
4,-3063.75
4,-394.98
4,-320.86
4,-5849.76
4,-150.3
4,-45.36
4,-1078.44
4,339.79
4,-1218.2
4,-331.73
4,-21.65
4,-44.81
4,-33.97
4,-262.67
4,-1149.48
4,-70.82
4,-28.09
4,-2225
4,-76.55
4,-283.38
4,52.59
4,2.74
4,-26.52
4,-150
4,-71.63
4,-85.1
4,-28.14
4,-3.49
4,-19864.35
4,-4219.73
4,-1212.64
4,-431.65
4,-2997.29
4,-8402.82
4,-212.38
4,-90.72
4,-1485.35
4,-74.02
4,-1341.31
4,-24.74
4,-51.21
4,-300.19
4,-15.24
4,-32.41
4,-99.17
4,-96.93
4,-256.62
4,-12.92
4,3.16
4,-168
4,-232.8
4,-394.65
4,-4.02
4,-11.34
4,-32501.34
4,-2466.07
4,-1186.7
4,-11400.14
4,-229.94
4,-155.92
4,-1310.32
4,-1151.04
4,-568.12
4,-4571.58
4,-80.42
4,-166.43
4,-975.63
4,-112.35
4,-22.41
4,-684.8
4,199.23
4,10.94
4,-436
4,-12
4,-161.17
4,-249.45
4,-12.06
4,-7.85
4,-21811.58
4,-1207.3
4,-849.16
4,141.76
4,-7277.24
4,-164.01
4,-128.47
4,-932.62
4,-1531.3
4,-868.75
4,-3198.09
4,-55.67
4,-115.22
4,-675.44
4,-431.66
4,-77.78
4,-773.44
4,-26.2
4,-443.84
4,137.93
4,7.58
4,-256
4,-62.68
4,-67.65
4,-8.04
4,-3.05
4,-12902.38
4,-1004.19
4,385.15
4,-402.49
4,-29.84
4,-4538.38
4,-97.66
4,-60.48
4,-353.48
4,-1060.42
4,-1239.02
4,-21.65
4,-44.81
4,-262.67
4,-74.85
4,-30.25
4,-341.59
4,-81.8
4,-174.38
4,53.64
4,2.95
4,-87
4,-35.82
4,-39.75
4,-16.08
4,-1.75
4,-6131.74
4,-1231.73
4,-234.16
4,-479.57
4,-2428.81
4,-64.98
4,-60.48
4,-433.57
4,-5.4
4,-437.42
4,-690.93
4,-12.37
4,-25.61
4,-150.1
4,-300.24
4,-17.28
4,-214.2
4,-143.47
4,-190.94
4,-1.98
4,1.68
4,-103
4,-327
4,0
4,74.09
4,-116.4
4,-5.67
4,-1722.5
4,-36.67
4,-12.91
4,-606.32
4,-2498.67
4,-40.21
4,-83.22
4,-487.81
4,-56.18
4,99.61
4,5.47
4,-178
4,-208.75
4,0
4,76.85
4,-10.48
4,-120
4,0
4,57.57
4,-152.22
4,-335.8
4,-4.02
4,-7.42
4,-24540.15
4,-4702.64
4,-938.44
4,-586.72
4,-10560.16
4,-245.97
4,-114.3
4,-111.64
4,-872
4,-2958.43
4,-52.58
4,-108.82
4,-637.91
4,-73.46
4,-39.2
4,-17.42
4,-536
4,130.27
4,7.16
4,-297
4,-89.54
4,-140.35
4,-12.06
4,-4.36
4,-17872.81
4,-1605.93
4,231.09
4,-410
4,-59.67
4,-6447.15
4,-142.65
4,-100.72
4,-565.29
4,-466.52
4,-1797.44
4,-30.93
4,-64.01
4,-375.24
4,-43.21
4,-84
4,-33.95
4,-199.44
4,76.63
4,4.21
4,-182
4,-196.99
4,-323.4
4,-9.6
4,-33773.48
4,-4682.17
4,-2140.12
4,-14098.91
4,-301.21
4,-189.63
4,-609.49
4,-510.12
4,-3905.58
4,-68.04
4,-140.83
4,-825.53
4,-95.07
4,-19.68
4,-278.08
4,168.58
4,9.26
4,-396
4,-87.45
4,-46.2
4,-1891.1
4,217.55
4,1362.54
4,-207.15
4,-9.16
4,-15.19
4,76.58
4,-488.32
4,316.28
4,0
4,-116.2
4,-23
4,-43.8
4,-345.94
4,-96
4,0
4,63
4,-125.36
4,-371.65
4,-20.1
4,-6.11
4,-36484.65
4,-5451.46
4,336.66
4,-268.54
4,-13535.26
4,-344.73
4,-116
4,-650.45
4,-965.74
4,-2217.34
4,-43.3
4,-89.62
4,-525.34
4,-28.63
4,-60.5
4,-46
4,-111.18
4,-549.98
4,107.28
4,5.89
4,-196
4,0
4,-15.24
4,119.15
4,-11.51
4,-24
4,-161.17
4,-212.6
4,-56.28
4,-7.85
4,-32668.1
4,-4353.01
4,-1789.05
4,-1184.94
4,-12387.97
4,-309.52
4,-211.69
4,-1532.26
4,-155.07
4,-468.63
4,-3155.95
4,-55.67
4,-115.22
4,-675.44
4,-108.1
4,-77.78
4,-245.8
4,-207.27
4,-494.86
4,142.93
4,7.58
4,-300
4,-170.12
4,-215.1
4,-8.29
4,-37272.27
4,-3614.25
4,-1389.94
4,-13774.3
4,-322.07
4,-175.49
4,-1272.22
4,-721.58
4,130.82
4,-3302.98
4,-58.77
4,-121.62
4,-712.96
4,-82.1
4,-238.61
4,-9.7
4,-377.4
4,145.59
4,8
4,-155
4,-107.45
4,-119.4
4,-8.04
4,-5.24
4,-25358.43
4,-2707.02
4,-731.64
4,-29.84
4,-9294.48
4,-215.7
4,-75.61
4,-952.87
4,-523.2
4,-2094.68
4,-37.12
4,-76.82
4,-450.29
4,-51.85
4,-23
4,-62.9
4,-247.84
4,91.95
4,5.05
4,-141
4,-214.89
4,-281.8
4,-80.4
4,-10.47
4,-34167.18
4,-5917.71
4,-1423.26
4,-13787
4,-332.85
4,-202.94
4,-695.78
4,-1991
4,-4271.02
4,-74.23
4,-153.63
4,-900.58
4,-71.23
4,-103.71
4,-2056.23
4,-213.08
4,-731.44
4,183.9
4,10.1
4,-498
4,-107.45
4,-148.15
4,-4.02
4,-5.24
4,-17196.05
4,-116.19
4,284.42
4,-619.16
4,-59.67
4,-5504.52
4,-132.88
4,-83.82
4,-782.76
4,-927.36
4,-35.31
4,-2114.46
4,-37.12
4,-76.82
4,-450.29
4,-51.85
4,-55.99
4,-46
4,-45.89
4,-354.96
4,91.95
4,5.05
4,-221
4,-89.54
4,-212.2
4,-4.02
4,-4.36
4,-12081.7
4,-3526.47
4,-446.67
4,-5511.3
4,-144.34
4,-113.03
4,114.33
4,-1090.94
4,-93.01
4,-1594.96
4,-30.93
4,-64.01
4,-375.24
4,-380.3
4,-38.89
4,-266.28
4,-8.48
4,-268.54
4,68.96
4,3.79
4,-110
4,-214.89
4,-1265.3
4,-40.2
4,-10.47
4,-29917.83
4,-4026.66
4,-1963.1
4,-1346.64
4,-239.78
4,-11672.76
4,-307.64
4,-287.29
4,-1417.38
4,-1854.2
4,-4226.11
4,-74.23
4,-153.63
4,-900.58
4,-103.71
4,-778.4
4,-23
4,-163.27
4,-743.84
4,183.9
4,10.1
4,-438
4,-53.72
4,-67.65
4,-28.14
4,-2.62
4,-13031.1
4,-2227.5
4,3081.23
4,-168.33
4,-269.62
4,-3261.69
4,-98.17
4,-77.87
4,-784.08
4,-1510.74
4,254.48
4,-1049.38
4,-18.56
4,-38.41
4,-225.15
4,-391.88
4,-25.93
4,-118.18
4,-251.18
4,31.79
4,2.53
4,-153
4,-13
4,-161.17
4,-285.85
4,-7.85
4,-22493.96
4,-2450.94
4,-2425.28
4,-885.83
4,-9051.53
4,-200.55
4,-120.97
4,-862.73
4,-756.46
4,-387.92
4,-3129.52
4,-55.67
4,-115.22
4,-675.44
4,-77.78
4,-194.24
4,-2.7
4,-466.16
4,137.93
4,7.58
4,-288
4,-44.77
4,-83.3
4,-8.04
4,-2.18
4,-12073.45
4,-724.26
4,14.14
4,-4282.02
4,-47.52
4,-52.68
4,-254.94
4,-189.66
4,-872.74
4,-15.46
4,-32.01
4,-187.62
4,-21.61
4,-56.56
4,-137.2
4,38.31
4,2.1
4,-3.58
4,-97
4,-35.82
4,-28.6
4,-20.1
4,-1.75
4,-7409.93
4,-3183.22
4,-234.16
4,-779.3
4,-3044.5
4,-86.62
4,-20.12
4,-1120.49
4,472.77
4,-714.24
4,-12.37
4,-25.61
4,-150.1
4,-560.92
4,-338.24
4,-356.67
4,-17.28
4,-450.4
4,-78.02
4,-5.13
4,-123.66
4,-21.09
4,1.68
4,-15.82
4,-74
4,-7
4,-152.22
4,-185.4
4,-44.22
4,-7.42
4,-22481.65
4,1100.2
4,-965.8
4,-6658.9
4,-188.34
4,-167.36
4,-1089.91
4,-1376.52
4,-2958.73
4,-52.58
4,-108.82
4,-637.91
4,-71.3
4,-1233.48
4,-46
4,-61.79
4,-473.1
4,126.43
4,6.95
4,-288
4,-15.24
4,-62.68
4,-52.45
4,-20.1
4,-3.05
4,-12982.31
4,-1890
4,-658.3
4,-4871.94
4,-135.65
4,-120.67
4,-665.28
4,-307.38
4,-1254.47
4,-21.65
4,-44.81
4,-262.67
4,16.36
4,-30.25
4,-84
4,-42.71
4,-183.42
4,53.64
4,2.95
4,-16.36
4,-127
4,-188.03
4,-199.6
4,-52.26
4,-9.16
4,-37166.14
4,-10136.47
4,-1250.77
4,-16902.68
4,-435.53
4,-187.71
4,618.82
4,-954.84
4,-90.01
4,-3670.31
4,-64.95
4,-134.43
4,-788.01
4,-260.14
4,-90.75
4,-338.8
4,-23
4,-126.73
4,-659.84
4,162.42
4,8.84
4,-6.88
4,-323
4,-143.26
4,-222.95
4,-16.08
4,-6.98
4,-17454.09
4,-2365
4,-815.41
4,-6508.34
4,-161.84
4,-228.99
4,-832.48
4,-643.1
4,-30.76
4,-2807.83
4,-49.49
4,-102.42
4,-600.39
4,-65.9
4,-73.11
4,-37.4
4,-482.88
4,116.86
4,6.42
4,-323
4,-179.08
4,-351
4,-36.18
4,-8.73
4,-33267.63
4,-4178.75
4,108.32
4,-1287.44
4,-427.62
4,-12265.32
4,-276.97
4,-211.69
4,-1470.92
4,-492.52
4,-3532.58
4,-61.86
4,-128.03
4,-750.48
4,-86.42
4,399.77
4,-135.92
4,-415.18
4,155.25
4,8.42
4,-265
4,-8.95
4,-27.9
4,-8.04
4,-0.44
4,-1670.06
4,-352.5
4,-65.83
4,-619.62
4,-15.6
4,-15.12
4,-124.08
4,-307.52
4,-176.63
4,-3.09
4,-6.4
4,-37.52
4,-15.24
4,-4.32
4,-19.86
4,-73.52
4,7.66
4,0.42
4,-34
4,-6
4,-241.76
4,-224.15
4,-60.3
4,-11.78
4,-45046.23
4,-4144.5
4,-1285.85
4,-387.91
4,-16227.17
4,-440.28
4,-266.12
4,-1866.06
4,-2031.08
4,-4784.57
4,-83.51
4,-172.83
4,-1013.15
4,-116.67
4,-595.58
4,-23
4,-208.4
4,-739.12
4,206.89
4,11.37
4,-436
4,-196.99
4,-184.4
4,-20.1
4,-9.6
4,-44543.17
4,-3824.7
4,192.58
4,-1052.5
4,-119.35
4,-16173.54
4,-413.84
4,-231.49
4,-1346.29
4,-2149.79
4,-3865.08
4,-68.04
4,-140.83
4,-825.53
4,-95.07
4,-1672.91
4,-132.64
4,-577.92
4,168.58
4,9.26
4,-356
4,-143.26
4,-169.2
4,-36.18
4,-6.98
4,-30836.38
4,-7892.47
4,-487.5
4,-88.88
4,-13295.82
4,-349.46
4,-182.48
4,66.35
4,-702.37
4,-156.12
4,-2841.65
4,-49.49
4,-102.42
4,-600.39
4,-64.82
4,-255.46
4,-23
4,-98.74
4,-359.28
4,114.94
4,6.31
4,-181
4,-250.71
4,-230.55
4,-20.1
4,-12.22
4,-44993.6
4,-3318.77
4,-1120.87
4,572.63
4,-15279.62
4,-366.37
4,-173.32
4,-1818.53
4,-408.34
4,405.89
4,-4994.95
4,-86.6
4,-179.24
4,-1050.68
4,-51.54
4,-118.83
4,-595.97
4,-23
4,-106.69
4,-784.04
4,210.72
4,11.58
4,-443
4,-71.63
4,-113.15
4,-12.06
4,-3.49
4,-15037.62
4,-1839.24
4,-373.33
4,-29.84
4,-5225.45
4,-142.21
4,-71.87
4,-647.41
4,-274.68
4,-1405.19
4,-24.74
4,-51.21
4,-300.19
4,-30.25
4,-171.1
4,-15.79
4,-177.12
4,53.64
4,2.95
4,-75
4,-71.63
4,-76.3
4,-32.16
4,-10891.44
4,-3.49
4,-30189.2
4,-10725.12
4,-563.31
4,-2266.12
4,-11846.08
4,-318.74
4,-136.08
4,-2785.5
4,-104.27
4,-795
4,-1413.03
4,-1239.08
4,-24.74
4,-51.21
4,-33.11
4,-300.19
4,-487.86
4,-377.34
4,-81.26
4,-38.89
4,-498
4,-168.15
4,-1032.12
4,-3.6
4,-265.74
4,-67.1
4,3.79
4,-10.11
4,-606
4,-8.95
4,-15.9
4,-8.04
4,-0.44
4,-4581.2
4,-492.05
4,-102.5
4,-1664.56
4,-46.41
4,-30.07
4,-173.2
4,-130.8
4,-166.2
4,-3.09
4,-6.4
4,-37.52
4,-30.48
4,-8.64
4,-21.26
4,-38.48
4,15.33
4,0.84
4,-28
4,-6
4,-107.45
4,-107.4
4,-44.22
4,-5.24
4,-24609.45
4,-4549.83
4,-760.8
4,-9069.48
4,-235.26
4,-141.24
4,-1601.54
4,-311.88
4,-161.63
4,-2150.7
4,-37.12
4,-76.82
4,-450.29
4,-133.16
4,-199.24
4,-51.85
4,-364.88
4,-288.55
4,-52.5
4,-12.52
4,-288.38
4,44.49
4,5.05
4,-3.61
4,-254
4,-6
4,-161.17
4,-224.6
4,-16.08
4,-7.85
4,-29048.5
4,-3476.15
4,-970.11
4,-802.51
4,-10856.23
4,-257.83
4,-156.66
4,-1223.6
4,-1640.82
